PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;16;1;9;28016001_9_49;2014;2;1;10;V;10;V;11;V;13;V;10;V;5;V;7;V;6;V;5;V;7;V;5;V;6;V;5;V;4;V;8;V;10;V;8;V;7;V;10;V;8;V;5;V;5;V;5;V;6;V
28;16;1;10;28016001_10_49;2014;2;1;11;V;10;V;11;V;12;V;10;V;8;V;7;V;9;V;9;V;5;V;5;V;5;V;4;V;4;V;7;V;8;V;7;V;6;V;6;V;7;V;5;V;6;V;10;V;9;V
28;16;1;12;28016001_12_8;2014;2;1;15;V;13;V;11;V;10;V;10;V;8;V;7;V;5;V;5;V;5;V;6;V;5;V;5;V;5;V;5;V;6;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;4;V
28;16;1;14;28016001_14_6;2014;2;1;38;V;41;V;42;V;44;V;41;V;47;V;44;V;69;V;79;V;84;V;78;V;78;V;82;V;80;V;81;V;77;V;76;V;77;V;80;V;81;V;80;V;77;V;75;V;74;V
28;16;1;20;28016001_20_59;2014;2;1;1;V;1.1;V;0.9;V;0.9;V;0.9;V;1;V;0.6;V;0.5;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.5;V;0.3;V;0.4;V;0.5;V;0.5;V;0.5;V;0.4;V;0.6;V;0.4;V;0.5;V;0.4;V
28;16;1;30;28016001_30_59;2014;2;1;1.3;V;1.3;V;1.2;V;1.1;V;1.1;V;1.1;V;0.7;V;0.6;V;0.5;V;0.6;V;0.5;V;0.5;V;0.5;V;0.6;V;0.6;V;0.7;V;0.7;V;0.8;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.7;V
28;16;1;42;28016001_42_2;2014;2;1;6.4;V;6.5;V;6.6;V;6.7;V;6.8;V;6.5;V;6.4;V;6.2;V;6.2;V;6.2;V;6.3;V;6.3;V;6.3;V;6.4;V;6.4;V;6.4;V;6.4;V;6.4;V;6.4;V;6.4;V;6.4;V;6.4;V;6.4;V;6.4;V
28;16;1;44;28016001_44_2;2014;2;1;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V
28;161;1;7;28161001_7_8;2014;2;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;161;1;8;28161001_8_8;2014;2;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;5;V;5;V;2;V;1;V;2;V;2;V;2;V;2;V;2;V;5;V;8;V;8;V;11;V;6;V;5;V;3;V
28;161;1;9;28161001_9_49;2014;2;1;13;V;11;V;9;V;7;V;3;V;8;V;11;V;6;V;5;V;5;V;6;V;5;V;4;V;4;V;2;V;4;V;4;V;2;V;1;V;2;V;3;V;2;V;7;V;11;V
28;161;1;12;28161001_12_8;2014;2;1;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;7;V;8;V;4;V;3;V;4;V;4;V;4;V;4;V;4;V;7;V;10;V;10;V;13;V;8;V;7;V;5;V
28;161;1;14;28161001_14_6;2014;2;1;51;V;53;V;55;V;55;V;55;V;58;V;56;V;52;V;56;V;55;V;72;V;82;V;79;V;82;V;79;V;77;V;75;V;69;V;65;V;66;V;62;V;68;V;67;V;67;V
28;171;1;1;28171001_1_38;2014;2;1;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V
28;171;1;6;28171001_6_48;2014;2;1;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V
28;171;1;7;28171001_7_8;2014;2;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;171;1;8;28171001_8_8;2014;2;1;5;V;5;V;5;V;5;V;6;V;6;V;4;V;6;V;7;V;7;V;7;V;8;V;4;V;4;V;4;V;4;V;3;V;4;V;4;V;4;V;5;V;4;V;3;V;3;V
28;171;1;9;28171001_9_49;2014;2;1;7;V;10;V;12;V;10;V;6;V;3;V;5;V;5;V;4;V;2;V;4;V;8;V;8;V;4;V;5;V;5;V;3;V;2;V;2;V;4;V;3;V;1;V;1;V;2;V
28;171;1;10;28171001_10_49;2014;2;1;15;V;15;V;13;V;14;V;14;V;11;V;11;V;12;V;12;V;15;V;14;V;12;V;14;V;14;V;13;V;15;V;15;V;14;V;13;V;11;V;10;V;12;V;12;V;10;V
28;171;1;12;28171001_12_8;2014;2;1;7;V;7;V;7;V;7;V;8;V;8;V;6;V;8;V;9;V;9;V;10;V;11;V;6;V;6;V;6;V;6;V;5;V;6;V;6;V;6;V;7;V;6;V;5;V;5;V
28;171;1;14;28171001_14_6;2014;2;1;45;V;47;V;48;V;49;V;51;V;51;V;49;V;42;V;38;V;35;V;39;V;51;V;68;V;70;V;70;V;68;V;68;V;62;V;68;V;68;V;68;V;73;V;74;V;68;V
28;180;1;7;28180001_7_8;2014;2;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V;1;V;1;V
28;180;1;8;28180001_8_8;2014;2;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;3;V;2;V;2;V;1;V;1;V;2;V;3;V;5;V;7;V;6;V;4;V;5;V;5;V
28;180;1;9;28180001_9_49;2014;2;1;6;V;3;V;1;V;4;V;6;V;2;V;2;V;1;V;1;V;2;V;1;V;2;V;4;V;4;V;2;V;1;V;1;V;1;V;2;V;1;V;2;V;4;V;5;V;5;V
28;180;1;12;28180001_12_8;2014;2;1;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;6;V;6;V;5;V;4;V;3;V;3;V;4;V;5;V;8;V;10;V;8;V;6;V;7;V;7;V
28;180;1;14;28180001_14_6;2014;2;1;64;V;68;V;69;V;70;V;69;V;70;V;70;V;69;V;67;V;75;V;81;V;90;V;94;V;94;V;93;V;89;V;85;V;80;V;79;V;73;V;77;V;78;V;75;V;74;V
28;45;2;6;28045002_6_48;2014;2;1;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.5;V
28;45;2;7;28045002_7_8;2014;2;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;3;V;4;V;4;V
28;45;2;8;28045002_8_8;2014;2;1;11;V;7;V;4;V;5;V;4;V;5;V;6;V;7;V;10;V;6;V;4;V;4;V;6;V;6;V;5;V;5;V;6;V;8;V;12;V;8;V;6;V;17;V;25;V;28;V
28;45;2;10;28045002_10_49;2014;2;1;15;V;11;V;8;V;12;V;13;V;10;V;11;V;14;V;15;V;13;V;10;V;13;V;15;V;11;V;14;V;15;V;14;V;10;V;7;V;10;V;14;V;16;V;14;V;15;V
28;45;2;12;28045002_12_8;2014;2;1;13;V;9;V;6;V;7;V;6;V;7;V;8;V;9;V;12;V;8;V;6;V;6;V;8;V;8;V;7;V;7;V;8;V;10;V;15;V;10;V;8;V;22;V;31;V;34;V
28;45;2;14;28045002_14_6;2014;2;1;37;V;40;V;45;V;44;V;42;V;39;V;41;V;69;V;69;V;74;V;76;V;76;V;75;V;68;V;68;V;66;V;64;V;65;V;66;V;71;V;71;V;58;V;47;V;44;V
28;47;2;1;28047002_1_38;2014;2;1;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;2;V;2;V;2;V;2;V
28;47;2;7;28047002_7_8;2014;2;1;1;V;1;V;3;V;1;V;1;V;1;V;2;V;2;V;3;V;5;V;6;V;10;V;7;V;5;V;3;V;2;V;5;V;6;V;7;V;4;V;3;V;2;V;2;V;2;V
28;47;2;8;28047002_8_8;2014;2;1;7;V;4;V;12;V;9;V;5;V;3;V;5;V;9;V;16;V;22;V;24;V;30;V;21;V;12;V;6;V;6;V;13;V;20;V;19;V;13;V;13;V;9;V;6;V;4;V
28;47;2;9;28047002_9_49;2014;2;1;15;V;3;V;4;V;7;V;6;V;5;V;1;V;1;V;2;V;1;V;3;V;7;V;5;V;6;V;10;V;6;V;7;V;8;V;4;V;2;V;3;V;4;V;1;V;2;V
28;47;2;12;28047002_12_8;2014;2;1;9;V;6;V;17;V;11;V;7;V;5;V;8;V;12;V;21;V;30;V;33;V;45;V;32;V;20;V;11;V;9;V;21;V;29;V;30;V;19;V;18;V;12;V;9;V;7;V
28;47;2;14;28047002_14_6;2014;2;1;40;V;40;V;32;V;34;V;33;V;39;V;56;V;66;V;60;V;55;V;57;V;52;V;58;V;63;V;65;V;64;V;55;V;51;V;56;V;59;V;57;V;60;V;62;V;62;V
28;47;2;20;28047002_20_59;2014;2;1;2.7;V;4;V;1;V;1.5;V;0.8;V;1.3;V;1;V;0.3;V;0.3;V;0.8;V;1.6;V;0.9;V;1;V;1.3;V;0.8;V;0.7;V;1;V;1.1;V;1.1;V;1.4;V;1.9;V;1.5;V;0.7;V;0.8;V
28;47;2;30;28047002_30_59;2014;2;1;1.1;V;1.4;V;0.6;V;1.3;V;0.5;V;0.9;V;0.5;V;0.4;V;0.4;V;0.8;V;1;V;0.8;V;1.2;V;1.7;V;1.6;V;1.5;V;2.2;V;1.7;V;1.4;V;2;V;3;V;2.1;V;1.5;V;1.5;V
28;47;2;42;28047002_42_2;2014;2;1;6.3;V;6.2;V;6.2;V;6.3;V;6.3;V;6.1;V;5.9;V;5.9;V;5.9;V;6;V;6;V;6;V;6.1;V;6.1;V;6.1;V;6.1;V;6.1;V;6.1;V;6.1;V;6.1;V;6.1;V;6.1;V;6.1;V;6.1;V
28;47;2;44;28047002_44_2;2014;2;1;0.5;V;0.4;V;0.4;V;0.5;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V
28;49;3;7;28049003_7_8;2014;2;1;7;V;5;V;4;V;4;V;5;V;5;V;5;V;7;V;12;V;25;V;19;V;16;V;14;V;15;V;10;V;10;V;13;V;14;V;17;V;17;V;18;V;14;V;13;V;14;V
28;49;3;8;28049003_8_8;2014;2;1;9;V;6;V;5;V;5;V;5;V;6;V;7;V;9;V;21;V;21;V;18;V;18;V;13;V;10;V;6;V;8;V;9;V;10;V;12;V;16;V;14;V;12;V;10;V;11;V
28;49;3;9;28049003_9_49;2014;2;1;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;49;3;10;28049003_10_49;2014;2;1;13;V;17;V;9;V;11;V;11;V;9;V;9;V;6;V;7;V;11;V;16;V;15;V;13;V;11;V;11;V;11;V;12;V;14;V;18;V;13;V;14;V;15;V;13;V;12;V
28;49;3;12;28049003_12_8;2014;2;1;20;V;14;V;11;V;11;V;13;V;14;V;15;V;20;V;39;V;59;V;47;V;43;V;34;V;33;V;21;V;23;V;29;V;31;V;38;V;42;V;42;V;33;V;30;V;32;V
28;49;3;14;28049003_14_6;2014;2;1;42;V;47;V;47;V;48;V;48;V;48;V;46;V;49;V;49;V;40;V;56;V;65;V;70;V;71;V;71;V;68;V;62;V;59;V;57;V;52;V;55;V;58;V;58;V;51;V
28;5;2;1;28005002_1_38;2014;2;1;2;V;3;V;5;V;4;V;3;V;3;V;4;V;3;V;3;V;4;V;3;V;4;V;5;V;4;V;3;V;2;V;2;V;3;V;2;V;3;V;3;V;3;V;2;V;2;V
28;5;2;6;28005002_6_48;2014;2;1;0.7;V;0.8;V;0.7;V;0.6;V;0.7;V;0.7;V;0.7;V;0.8;V;0.6;V;0.8;V;0.6;V;0.7;V;0.8;V;0.7;V;0.8;V;0.6;V;0.7;V;0.7;V;0.7;V;0.8;V;0.8;V;0.8;V;0.7;V;0.7;V
28;5;2;7;28005002_7_8;2014;2;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;6;V;5;V;5;V;5;V;4;V;3;V;3;V;3;V;6;V;9;V;21;V;24;V;15;V;10;V;9;V
28;5;2;8;28005002_8_8;2014;2;1;13;V;9;V;6;V;6;V;5;V;7;V;7;V;11;V;19;V;24;V;15;V;13;V;14;V;10;V;9;V;7;V;11;V;20;V;36;V;58;V;67;V;62;V;41;V;54;V
28;5;2;9;28005002_9_49;2014;2;1;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;5;2;10;28005002_10_49;2014;2;1;12;V;11;V;13;V;11;V;9;V;8;V;8;V;9;V;9;V;17;V;18;V;12;V;12;V;19;V;17;V;11;V;9;V;6;V;8;V;9;V;9;V;17;V;19;V;13;V
28;5;2;12;28005002_12_8;2014;2;1;15;V;11;V;8;V;8;V;7;V;9;V;9;V;13;V;22;V;33;V;23;V;21;V;22;V;16;V;14;V;12;V;16;V;29;V;50;V;90;V;104;V;85;V;56;V;68;V
28;5;2;14;28005002_14_6;2014;2;1;41;V;45;V;50;V;51;V;51;V;49;V;50;V;48;V;58;V;44;V;74;V;76;V;78;V;80;V;76;V;75;V;69;V;59;V;36;V;20;V;13;V;17;V;38;V;18;V
28;58;4;7;28058004_7_8;2014;2;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;2;V;2;V;3;V;2;V;3;V;2;V;2;V;1;V;3;V;5;V;3;V;2;V;2;V;2;V;2;V
28;58;4;8;28058004_8_8;2014;2;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;6;V;9;V;7;V;7;V;7;V;8;V;5;V;5;V;5;V;14;V;23;V;18;V;18;V;10;V;10;V;7;V
28;58;4;10;28058004_10_49;2014;2;1;10;V;8;V;7;V;8;V;8;V;7;V;3;V;3;V;4;V;2;V;3;V;5;V;7;V;4;V;2;V;4;V;6;V;7;V;6;V;7;V;7;V;8;V;8;V;5;V
28;58;4;12;28058004_12_8;2014;2;1;3;V;3;V;3;V;3;V;3;V;3;V;3;V;5;V;8;V;12;V;10;V;12;V;10;V;13;V;8;V;8;V;7;V;19;V;31;V;23;V;21;V;13;V;13;V;10;V
28;58;4;14;28058004_14_6;2014;2;1;47;V;48;V;50;V;49;V;48;V;52;V;49;V;45;V;51;V;54;V;65;V;68;V;68;V;68;V;66;V;63;V;63;V;54;V;50;V;54;V;51;V;58;V;57;V;57;V
28;58;4;20;28058004_20_59;2014;2;1;1.1;V;0.8;V;0.6;V;0.6;V;0.7;V;0.7;V;0.4;V;0.2;V;0.1;V;0.3;V;0.6;V;0.9;V;0.8;V;0.6;V;0.5;V;0.4;V;0.4;V;0.5;V;0.8;V;0.8;V;0.8;V;0.6;V;0.6;V;0.3;V
28;58;4;30;28058004_30_59;2014;2;1;1;V;0.5;V;0.8;V;0.4;V;0.5;V;0.7;V;0.9;V;0.6;V;0.6;V;0.8;V;1.2;V;0.8;V;1.1;V;0.9;V;0.8;V;1.4;V;0.8;V;1.4;V;1.5;V;1.6;V;1.4;V;2.4;V;1.5;V;1.4;V
28;58;4;42;28058004_42_2;2014;2;1;5.9;V;5.9;V;5.9;V;5.9;V;5.9;V;5.9;V;5.9;V;5.9;V;5.9;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6;V;6.1;V;6.1;V;6.1;V;6.1;V;6.1;V;6.1;V;6.1;V
28;58;4;44;28058004_44_2;2014;2;1;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V
28;6;4;7;28006004_7_8;2014;2;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;6;4;8;28006004_8_8;2014;2;1;12;V;10;V;6;V;7;V;6;V;7;V;9;V;7;V;9;V;11;V;10;V;10;V;10;V;11;V;8;V;9;V;10;V;14;V;14;V;14;V;17;V;10;V;10;V;10;V
28;6;4;10;28006004_10_49;2014;2;1;8;V;6;V;2;V;1;V;4;V;7;V;6;V;2;V;4;V;6;V;4;V;3;V;3;V;1;V;3;V;7;V;9;V;9;V;6;V;3;V;14;V;6;V;5;V;3;V
28;6;4;12;28006004_12_8;2014;2;1;14;V;12;V;8;V;9;V;8;V;9;V;11;V;9;V;11;V;13;V;12;V;12;V;12;V;13;V;10;V;11;V;12;V;16;V;16;V;16;V;19;V;12;V;12;V;12;V
28;6;4;14;28006004_14_6;2014;2;1;44;V;43;V;48;V;46;V;46;V;46;V;46;V;66;V;71;V;68;V;73;V;72;V;74;V;69;V;70;V;68;V;65;V;58;V;61;V;64;V;61;V;66;V;64;V;63;V
